Loaded 3528 per-layer records from src/TruncGPTQ/tuning_results_20260314_120603/

=== METHOD / EPS SUMMARY ===
threshold_method       eps  runs  mean_rel_err  std_rel_err   mean_rank  mean_ppl
             abs  0.000001     1      0.056252     0.022662 5180.698413  8.819189
threshold_method      eps  rank  relative_output_error  layer_time_s  quantized_ppl                                                                experiment
    mean_trimmed 0.001000  4096               0.040739      0.020633       8.873631 Trunc_W4_Sym_mean_trimmed_0.001_cuda_immediate_fp32_addmm_block512_seed40
          energy 0.000001  4091               0.040750      0.020936       8.751155       Trunc_W4_Sym_energy_1e-06_cuda_immediate_fp32_addmm_block512_seed40
    mean_trimmed 0.010000  4089               0.040812      0.019918       8.780985  Trunc_W4_Sym_mean_trimmed_0.01_cuda_immediate_fp32_addmm_block512_seed40
             abs 0.000001  4088               0.040894      0.019858       8.819189          Trunc_W4_Sym_abs_1e-06_cuda_immediate_fp32_addmm_block512_seed40
          energy 0.000010  4086               0.040969      0.019849       8.784207       Trunc_W4_Sym_energy_1e-05_cuda_immediate_fp32_addmm_block512_seed40

[layer_1.mlp.down_proj]
threshold_method      eps  rank  relative_output_error  layer_time_s  quantized_ppl                                                                experiment
    mean_trimmed 0.001000  5381               0.075699      0.226053       8.873631 Trunc_W4_Sym_mean_trimmed_0.001_cuda_immediate_fp32_addmm_block512_seed40
    mean_trimmed 0.010000  5303               0.076062      0.224370       8.780985  Trunc_W4_Sym_mean_trimmed_0.01_cuda_immediate_fp32_addmm_block512_seed40
          energy 0.000001  5356               0.076157      0.224384       8.751155       Trunc_W4_Sym_energy_1e-06_cuda_immediate_fp32_addmm_block512_seed40
             abs 0.000001  5357               0.076193      0.222533       8.819189          Trunc_W4_Sym_abs_1e-06_cuda_immediate_fp32_addmm_block512_seed40
          energy 0.000010  5318               0.076215      0.229695       8.784207       Trunc_W4_Sym_energy_1e-05_cuda_immediate_fp32_addmm_block512_seed40

[layer_1.mlp.gate_proj]
threshold_method      eps  rank  relative_output_error  layer_time_s  quantized_ppl                                                               experiment
